escenario,for_name,loc_name,clase,tap_actual,tap_hv,tap_mv,tap_lv,outserv
P06,WMPSOF_WMPSOK-T1,69/20 kV Transformador Monte Plata Solar,ElmTr2,0,,,,0
P06,WGPALF_WPAL3K-T1,69/13.8 kV Transformador Palamara Grupo3,ElmTr2,0,,,,0
P06,WGPALF_WPAL2K-T1,69/13.8 kV Transformador Palamara Grupo2,ElmTr2,0,,,,0
P06,WGPALF_WPAL1K-T1,69/13.8 kV Transformador Palamara Grupo1,ElmTr2,0,,,,0
P06,WINCAF-WINCAK-T2,69/12.5 kV INCA km 22 T2,ElmTr2,-1,,,,0
P06,WEMA3F_WEMB3K-T1,66/13.8 kV Transformador EDM3,ElmTr2,0,,,,0
P06,WMPALF_WMPALK-T1,69/34.5 kV Transformador Mata de Palma,ElmTr2,8,,,,0
P06,WMARTF_WMARTK-T1,69/34.5 kV Transformador Martí,ElmTr2,3,,,,0
P06,WHNS1F_WMARAK-T1,69/13.8 kV Transformador Maranatha,ElmTr2,0,,,,0
P06,WINCAF-WINCAK-T1,69/12.5 kV INCA km 22 T1,ElmTr2,0,,,,0
P06,WJSAUD_WJSAUE-T1,345/138 kV Transformador 1 Julio Sauri,ElmTr2,15,,,,0
P06,WJSAUD_WJSAUE-T2,345/138 kV Transformador 2 Julio Sauri,ElmTr2,15,,,,0
P06,WNARAD_WNARAE-T2,345/138 kV Transformador 2 El Naranjo,ElmTr2,7,,,,0
P06,WNARAD_WNARAE-T1,345/138 kV Transformador 1 El Naranjo,ElmTr2,7,,,,0
P06,WQU11D_WQU21K-T1,230/13.8 kV Transformador Quisqueya 2 G1,ElmTr2,0,,,,0
P06,WQU11D_WQU22K-T2,230/13.8 kV Transformador Quisqueya 2 G2,ElmTr2,0,,,,0
P06,WQU11D_WQU23K-T3,230/13.8 kV Transformador Quisqueya 2 G3,ElmTr2,0,,,,0
P06,WQUISD_WQ1SPK-T1,230/13.8 kV Transformador Q1 San Pedro,ElmTr2,0,,,,0
P06,WQU21D_WQU12K-T2,230/13.8 kV Transformador Quisqueya 1 G2,ElmTr2,0,,,,0
P06,WQU21D_WQU13K-T3,230/13.8 kV Transformador Quisqueya 1 G3,ElmTr2,0,,,,0
P06,WPVDCD_WPVD1K-T1,230/34.5 kV Transformador 1 PVDC,ElmTr2,0,,,,0
P06,WPVDCD_WPVD2K-T1,230/34.5 kV Transformador 2 PVDC,ElmTr2,0,,,,0
P06,WPCA2D_WPCA1K-T1,345/22 kV Transformador Punta Catalina 1,ElmTr2,3,,,,0
P06,WPCA2D_WPCA2K-T1,345/22 kV Transformador Punta Catalina 2,ElmTr2,3,,,,0
P06,WBON3D_WBON3C-T1,345/230 kV Transformador 2 Bonao 3,ElmTr2,19,,,,0
P06,WBON3C_WBON3E-T2,230/138 kV Transformador 2 Bonao 3,ElmTr2,11,,,,0
P06,WGUERD_WGUERE-T1,345/138 kV Transformador 1 Guerra,ElmTr2,6,,,,0
P06,WGUERD_WGUERE-T2,345/138 kV Transformador 2 Guerra,ElmTr2,6,,,,0
P06,WSESTE_WSES1K-T1,138/13.8 kV Transformador Sultana Este 1,ElmTr2,0,,,,0
P06,WSESTE_WSES2K-T1,138/13.8 kV Transformador Sultana Este 2,ElmTr2,-2,,,,1
P06,WSESTE_WSES3K-T1,138/13.8 kV Transformador Sultana Este 3,ElmTr2,-10,,,,1
P06,WLROME_WLROMF-T1,138/69 kV Transformador La Romana,ElmTr2,13,,,,0
P06,WSPM2E_WCES3K-T1,138/13.8 kV Transformador CESPM 3,ElmTr2,0,,,,0
P06,WSPM2E_WCES2K-T1,138/13.8 kV Transformador CESPM 2,ElmTr2,0,,,,0
P06,WSPM2E_WCES1K-T1,138/13.8 kV Transformador CESPM 1,ElmTr2,0,,,,0
P06,WENE4E_WXEN4K-T1,138/13.8 kV Transformador ENERGAS 4 TG,ElmTr2,0,,,,0
P06,WENE4E_WXEV4K-T1,138/13.8 kV Transformador ENERGAS 4 TV,ElmTr2,0,,,,0
P06,WCEMEE_WCEMEK-T1,138/13.8 kV Transformador CEMEX,ElmTr2,0,,,,0
P06,WCEMEE_WCEMEK-T2,138/13.8 kV Trafo 2 CEMEX 40 MVA,ElmTr2,3,,,,0
P06,WCUMAE_WXCU1K-T1,138/34.5 kV Transformador PF Cumayasa 1,ElmTr2,0,,,,0
P06,WCUMBE_WXCU2K-T1,138/34.5 kV Transformador PF Cumayasa 2,ElmTr2,0,,,,0
P06,WCUMBE_WXCU4K-T1,138/34.5 kV Transformador PF Cumayasa 4,ElmTr2,1,,,,0
P06,WLORIE_WLORIK-T1,138/12.47 kV Transformador Los Orígenes,ElmTr2,1,,,,0
P06,WSPBEE_WSPB1K-T1,138/13.8 kV Transformador SP Bio-Energy,ElmTr2,5,,,,0
P06,WSPMAE_WSPMAF-T1,138/69 kV Transformador SPM,ElmTr2,9,,,,0
P06,WHMA2E_WHMA2F-T1,138/69 kV Transformador Hato Mayor 2,ElmTr2,11,,,,0
P06,WESOCE_WESOCK-T1,138/34.5 kV Transformador PS El Soco,ElmTr2,0,,,,0
P06,WCOTOE_WCSO1K-T1,138/34.5 kV Cotoperí T1,ElmTr2,0,,,,0
P06,WCOTOE_WCSO2K-T1,138/34.5 kV Cotoperí T2,ElmTr2,0,,,,0
P06,WCOTOE_WCSO3K-T1,138/34.5 kV Cotoperí T3,ElmTr2,0,,,,0
P06,WCOAPE_WCOA1K-T1,138/34.5 kV Transformador PF Coastal T1,ElmTr2,0,,,,0
P06,WCOAPE_WCOA2K-T1,138/34.5 kV Transformador PF Coastal T2,ElmTr2,0,,,,0
P06,WZSANE_WZSANF-T1,138/69 kV Transformador ZF Santiago,ElmTr2,9,,,,0
P06,WBON2E_WBON2F-T1,138/69 kV Transformador Bonao 2,ElmTr2,12,,,,0
P06,WZMONK_WCEMOK-T1,13.8/4.16 kV Transformador CE Monción,ElmTr2,0,,,,0
P06,WMONCE_WMONCK-T2,138/13.8 kV Transformador Monción 2,ElmTr2,2,,,,0
P06,WMONCE_WMONCK-T1,138/13.8 kV Transformador Monción 1,ElmTr2,2,,,,0
P06,WMONCK_WZMONK-T1,13.8/4.16 kV Transformador Zona Monción,ElmTr2,0,,,,0
P06,WPIMEE_WPIM3K-T1,138/13.8 kV Trafo Pimentel Grupo 3,ElmTr2,1,,,,0
P06,WPIMEE_WPIM2K-T1,138/13.8 kV Trafo Pimentel Grupo 2,ElmTr2,1,,,,0
P06,WPIMEE_WPIM1K-T1,138/13.8 kV Trafo Pimentel Grupo 1,ElmTr2,1,,,,0
P06,WCANAE_WCANBF-T2,138/69 kV Transformador 2 Canabacoa,ElmTr2,15,,,,0
P06,WCANAE_WCANBF-T1,138/69 kV Transformador Canabacoa,ElmTr2,16,,,,0
P06,WPPL2E_WPPL2F-T1,138/69 kV Trafo Puerto Plata 2,ElmTr2,18,,,,0
P06,WNAG2E_WNAG2F-T1,138/69 kV Transformador Nagua 2,ElmTr2,14,,,,0
P06,WLANGE_WLANGK-T1,138/13.8 Transformador López Angostura,ElmTr2,0,,,,0
P06,WFALCE_WFALCK-T1,138/34.5 kV Transformador FALCONDO,ElmTr2,5,,,,1
P06,WTAVBE_WBAI1K-T1,12.47/0.44 kV Transfomador 1 Baiguaque,ElmTr2,-3,,,,0
P06,WTAVBE_WBAI2K-T1,34.5/12.47 kV Trafo Jánico,ElmTr2,-3,,,,0
P06,WTAVBE_WTAV2K-T1,138/13.8 kV Transformador Tavera 2,ElmTr2,2,,,,0
P06,WTAVEE_WTAV1K-T1,138/13.8 kV Transformador Tavera 1,ElmTr2,2,,,,0
P06,WFALCF_WFALCK-T1,69/34.5 kV Transformador FALCONDO,ElmTr2,3,,,,1
P06,WSAJ1E_WSAJOK-T1,138/34.5 kV Transformador PF SAJOMA,ElmTr2,0,,,,0
P06,WGUAYE_WPFM1K-T1,138/20 kV Trafo Monte Cristi Solar G1,ElmTr2,3,,,,0
P06,WGUAYE_WPFM2K-T1,138/20 kV Trafo Monte Cristi Solar G2,ElmTr2,3,,,,0
P06,WACLAE_WACLAK-T1,138/34.5 kV Transformador Agua Clara,ElmTr2,2,,,,0
P06,WGNLLE_WGNLLK-T1,138/34.5 kV Transformador Guanillo,ElmTr2,0,,,,0
P06,WSFMAE_WSFMAF-T1,138/69 kV Transformador SFM,ElmTr2,17,,,,0
P06,WLGUZE_WLGUZK-T1,138/34.5 kV Trafo Los Guzmancito,ElmTr2,0,,,,0
P06,WLGUZE_WLGU2K-T1,138/34.5 kV Trafo 2 Guzmancito,ElmTr2,0,,,,0
P06,WMAT1E_WXMATK-T1,138/34.5 kV Transformador MATRISOL,ElmTr2,10,,,,0
P06,WESP1E_WXPS1K-T1,138/34.5 kV Transformador PS Esperanza,ElmTr2,-2,,,,0
P06,WPIMEE_WXPI4K-T1,138/13.8 kV Pimentel 4 T1,ElmTr2,0,,,,0
P06,WTAV2E_WTAVEK-T1,138/34.5 kV Tavera T1,ElmTr2,0,,,,0
P06,WLTOBF_WLTO1K-T1,69/6.9 kV Transformador Los Toros,ElmTr2,0,,,,0
P06,WSYEGF_WSYEGK-T1,69/13.8 kV Transformador Sabana Yegua,ElmTr2,1,,,,0
P06,WSABAF_WSABAK-T1,69/12.5 kV Transformador Sabaneta,ElmTr2,1,,,,0
P06,WMAGUF_WMAGUK-T1,69/22 kV Transformador Magueyal,ElmTr2,0,,,,0
P06,WLDAMF_WLDAMK-T1,69/12.5 kV Transformador Las Damas,ElmTr2,-1,,,,0
P06,WDRODK_WDRODL-T1,12.47/4.16 kV Trafo Domingo Rodríguez,ElmTr2,0,,,,0
P06,WDRODF_WDRODK-T1,69/12.47 kV Trafo Domingo Rodríguez,ElmTr2,0,,,,0
P06,WSCANF_WSCANK-T1,69/34.5 kV Transformador Canoa Solar,ElmTr2,-1,,,,0
P06,WYAGUF_WXNNAK-T1,69/12.47 kV Nizao-Najayo T1,ElmTr2,0,,,,0
P06,WPIZDF_WXLANK-T1,69/12.47 kV Pizarrete Distribución T1,ElmTr2,0,,,,0
P06,WLUCIF_WXLUCK-T1,69/34.5 kV PF Lucila T1,ElmTr2,2,,,,0
P06,WKQAZE_WKQAZF-T1,138/69 kV Transformador km 15 de Azua,ElmTr2,10,,,,0
P06,WHAINE_WHAIGK-T1,138/13.8 kV Transformador Haina TG,ElmTr2,-1,,,,0
P06,WHAINE_WHAINF-T1,138/69 kV Transformador Haina,ElmTr2,8,,,,0
P06,WVALDE_WVAL2K-T1,138/13.8 kV Transformador Valdesia 2,ElmTr2,1,,,,0
P06,WVALDE_WVAL1K-T1,138/13.8 kV Transformador Valdesia 1,ElmTr2,1,,,,0
P06,WVALDE_WLBARK-T1,138/13.8 kV Transformador Las Barias,ElmTr2,7,,,,0
P06,WBCARE_WBARCK-T1,138/13.8 kV Transformado Barahona Carbón,ElmTr2,-2,,,,0
P06,WBCARE_WBCARF-T1,138/69 kV Transformador Barahona Carbón,ElmTr2,2,,,,0
P06,WJIGUE_WJIG2K-T1,138/13.8 kV Transformador Jigüey 2,ElmTr2,0,,,,0
P06,WJIGBE_WJIG1K-T1,138/13.8 kV Transformador Jigüey 1,ElmTr2,0,,,,0
P06,WAGUBE_WAGU2K-T1,138/13.8 kV Transformador Aguacate 2,ElmTr2,2,,,,0
P06,WAGUAE_WAGU1K-T1,138/13.8 kV Transformador Aguacate 1,ElmTr2,2,,,,0
P06,WMRIOE_WMRI3K-T1,138/13.8 kV Transformador Monte Río G3,ElmTr2,-2,,,,0
P06,WMRIOE_WMRI2K-T1,138/13.8 kV Transformador Monte Río G2,ElmTr2,-2,,,,0
P06,WMRIOE_WMRI1K-T1,138/13.8 kV Transformador Monte Río G1,ElmTr2,-2,,,,0
P06,WITABE_WITA1K-T1,138/13.8 kV Transformador Itabo 1,ElmTr2,-2,,,,0
P06,WITABE_WITA2K-T1,138/13.8 kV Transformador Itabo 2,ElmTr2,-2,,,,0
P06,WITAGE_WSLORK-T1,138/13.8 kV Transformador San Lorenzo,ElmTr2,-2,,,,0
P06,WLCOCE_WLCOCK-T1,138/34.5 kV Transformador 1 Los Cocos,ElmTr2,0,,,,0
P06,WLCOCE_WLCOCK-T2,138/34.5 kV Transformador 2 Los Cocos,ElmTr2,0,,,,0
P06,WLCOCE_WLCOCK-T3,138/34.5 kV Transformador 3 Los Cocos,ElmTr2,0,,,,0
P06,WLCOCE_WLCOCK-T4,138/34.5 kV Transformador 4 Los Cocos,ElmTr2,0,,,,0
P06,WPLM1E_WPLM1K-T1,138/13.8 kV Transformador Palomino 1,ElmTr2,0,,,,0
P06,WPLM2E_WPLM2K-T1,138/13.8 kV Transformador Palomino 2,ElmTr2,0,,,,0
P06,WPAK2E_WXPA1K-T1,154/11 kV Transformador 1 Powership Azua,ElmTr2,-8,,,,0
P06,WPAK2E_WXPA2K-T1,154/11 kV Transformador 2 Powership Azua,ElmTr2,-8,,,,0
P06,WPAK6E_WXPA3K-T1,154/15 kV Transformador 1 Powership Azua,ElmTr2,-6,,,,0
P06,WPALBE_WPAQ2K-T1,138/4.16 kV Transformador 1 Palenque,ElmTr2,-1,,,,0
P06,WPALBE_WPAQ2K-T2,138/4.16 kV Transformador 2 Palenque,ElmTr2,0,,,,0
P06,WCC21E_WCCA2F-T1,138/69 kV Transformado Cruce de Cabral 2,ElmTr2,5,,,,0
P06,WSJU2E_WSJU2F-T1,138/69 kV Transformador San Juan 2,ElmTr2,6,,,,0
P06,WPIZAE_WPIZAF-T1,138/69 kV Transformador 1 Pizarrete,ElmTr2,7,,,,0
P06,WMTFNE_WMTFNK-T1,138/34.5 kV Transformador Matafongo,ElmTr2,0,,,,0
P06,WBAYAE_WBAYAK-T1,138/34.5 kV Transformador Bayasol,ElmTr2,0,,,,0
P06,WGIRAE_WGIRAK-T1,138/34.5 kV Transformador 1 Girasol,ElmTr2,0,,,,0
P06,WGIRAE_WGIRAK-T2,138/34.5 kV Transformador 2 Girasol,ElmTr2,0,,,,0
P06,WSANTE_WSANTK-T1,138/34.5 kV Transformador Santanasol,ElmTr2,0,,,,0
P06,WCALAE_WXCA1K-T1,138/34.5 kV Transformador PF Calabaza 1,ElmTr2,-8,,,,0
P06,WKQA1E_WPES1K-T1,138/34.5 kV Transformador Peravia Solar,ElmTr2,11,,,,0
P06,WKQA1E_WPES2K-T1,138/34.5 kV Transformador Peravia Sola2,ElmTr2,11,,,,0
P06,WMETEE_WMETEF-T1,138/69 kV S/E Móvil ETED,ElmTr2,14,,,,0
P06,WPAK5E_WXPA4K-T1,154/11 kV Powership Azua KPS56 T1,ElmTr2,10,,,,0
P06,WAHO1E_WAHONF-T1,138/69 kV Transformador Arroyo Hondo,ElmTr2,11,,,,0
P06,WHERRE_WHNVAF-T1,138/69 kV Transformador Herrera,ElmTr2,16,,,,0
P06,WDJAOE_WDJAOF-T1,138/69 kV Transformador Dajao,ElmTr2,2,,,,0
P06,WBCHIE_WBCHIF-T1,138/69 kV Transformador Boca Chica,ElmTr2,8,,,,0
P06,WHNSAE_WHNSAF-T1,138/69 kV Transformador Hainamosa,ElmTr2,10,,,,0
P06,WVDUAE_WVDUAF-T1,138/69 kV Transformador Villa Duarte,ElmTr2,5,,,,0
P06,WLMI6E_WLMI6K-T1,138/13.8 kV Transformador Los Mina 6,ElmTr2,2,,,,0
P06,WAANDE_WAANVK-T1,138/13.8 kV Transformador AES Andrés TV,ElmTr2,2,,,,0
P06,WAANDE_WAANGK-T1,138/19 kV Transformador AES Andrés TG,ElmTr2,2,,,,0
P06,WAANDE_WXBAAK-T1,138/4.16 kV BESS AES Andrés T1,ElmTr2,0,,,,0
P06,WMETAE_WMETAK-T1,138/13.2 kV Transformador METALDOM,ElmTr2,0,,,,0
P06,WTIM2E_WTIM2F-T1,138/69 kV Transformador Timbeque 2,ElmTr2,16,,,,0
P06,WLMI5E_WLMI5K-T1,138/13.8 kV Transformador Los Mina 5,ElmTr2,2,,,,0
P06,WPALAE_WPALBF-T1,138/69 kV Transformador 1 Palamara,ElmTr2,11,,,,0
P06,WPALAE_WPALAF-T1,138/69 kV Transformador 2 Palamara,ElmTr2,5,,,,0
P06,WEMA2E_WEMA2K-T1,138/13.8 kV Transformador EDM2,ElmTr2,0,,,,0
P06,WMP2AE_WXWC2K-T1,138/34.5 kV Transformador WCSP 2,ElmTr2,0,,,,0
P06,WMP2BE_WXWC3K-T1,138/34.5 kV Transformador WCSP 3,ElmTr2,0,,,,0
P06,WLMI7E_WLMI7K-T1,138/13.8 kV Transformador Los Mina 7,ElmTr2,2,,,,0
P06,WMETRE_WMETRF-T2,138/69 kV Transformador Metropolitano 2,ElmTr2,8,,,,0
P06,WHNS1E_WLVICK-T1,138/34.5 kV Transformador La Victoria,ElmTr2,0,,,,0
P06,WMIRAE_WMIRAK-T1,138/34.5 kV Transformador Mirasol,ElmTr2,0,,,,0
P06,WSIBAE_WXSI1K-T1,138/13.8 kV Trafo SIBA Grupo 1,ElmTr2,-2,,,,0
P06,WSIBAE_WXSI2K-T1,138/13.8 kV Trafo SIBA Grupo 2,ElmTr2,-2,,,,0
P06,WSIBAE_WXSI3K-T1,138/13.8 kV Trafo SIBA Grupo 3,ElmTr2,-2,,,,0
P06,WSIBAE_WXSI4K-T1,138/13.8 kV Trafo SIBA Grupo 4,ElmTr2,-2,,,,0
P06,WSIBBE_WXSI5K-T1,138/13.8 kV Trafo SIBA Grupo 5,ElmTr2,-2,,,,0
P06,WSIBAE_WXSI6K-T1,138/13.8 kV Trafo SIBA Grupo 6,ElmTr2,-2,,,,0
P06,WLMI6E_WXSALMK-T1,138/4.16 kV SA Parque Energ. Los Mina,ElmTr2,0,,,,0
P06,WPINAF_WPIN2K-T1,69/13.8 kV Transformador Pinalito 2,ElmTr2,0,,,,0
P06,WPINAF_WPIN1K-T1,69/13.8 kV Transformador Pinalito 1,ElmTr2,0,,,,0
P06,WRBLAF_WRBL2K-T1,69/13.8 kV Transformador Río Blanco 2,ElmTr2,1,,,,0
P06,WRBLAF_WRBL1K-T1,69/13.8 kV Transformador Río Blanco 1,ElmTr2,1,,,,0
P06,WRINCF_WRINCK-T1,69/12.5 kV Transformador Rincón,ElmTr2,0,,,,0
P06,WNAGUF_WRJCRK-T1,69/4.16 kV Transformador Rosa Julia Cruz,ElmTr2,0,,,,0
P06,WCONSF_WESALK-T1,69/12.5 kV Transformador El Salto,ElmTr2,0,,,,0
P06,WGVEBF_WLVE1K-T1,69/13.8 kV Transformador La Vega Grupo 1,ElmTr2,4,,,,0
P06,WGVEGF_WLVE2K-T1,69/13.8 kV Transformador La Vega Grupo 2,ElmTr2,4,,,,0
P06,WBPERF_WAVA1K-T1,69/12.5 kV Transformador Aniana Vargas,ElmTr2,0,,,,0
P06,WJIMEF_WJIMEK-T1,69/12.5 kV Transformador Jimenoa,ElmTr2,0,,,,0
P06,WHATIF_WHATIK-T1,69/12.5 kV Transformador Hatillo 1,ElmTr2,2,,,,0
P06,WHATIF_WHAT2K-T1,69/12.5 kV Transformador Hatillo 2,ElmTr2,0,,,,0
P06,WBDERF_WBDERK-T1,69/13.8 kV Transformador Brazo Derecho,ElmTr2,0,,,,0
P06,WPDORE_WPDORF-T1,138/69 kV Trafo Playa Dorada,ElmTr2,12,,,,0
P06,WEMA3F_WEMA3K-T1,66/13.8/13.8 kV Transformador EDM3,ElmTr3,,0,0,0,0
P06,WSFELE_WSFEGK-T1,138/13.8 kV Transformador San Felipe,ElmTr3,,-1,0,0,1
P06,WMETRE_WMETRF-T1,138/69 kV Transformador Metropolitano,ElmTr3,,0,0,0,1
P07,WMPSOF_WMPSOK-T1,69/20 kV Transformador Monte Plata Solar,ElmTr2,0,,,,0
P07,WGPALF_WPAL3K-T1,69/13.8 kV Transformador Palamara Grupo3,ElmTr2,0,,,,0
P07,WGPALF_WPAL2K-T1,69/13.8 kV Transformador Palamara Grupo2,ElmTr2,0,,,,0
P07,WGPALF_WPAL1K-T1,69/13.8 kV Transformador Palamara Grupo1,ElmTr2,0,,,,0
P07,WINCAF-WINCAK-T2,69/12.5 kV INCA km 22 T2,ElmTr2,-1,,,,0
P07,WEMA3F_WEMB3K-T1,66/13.8 kV Transformador EDM3,ElmTr2,0,,,,0
P07,WMPALF_WMPALK-T1,69/34.5 kV Transformador Mata de Palma,ElmTr2,8,,,,0
P07,WMARTF_WMARTK-T1,69/34.5 kV Transformador Martí,ElmTr2,3,,,,0
P07,WHNS1F_WMARAK-T1,69/13.8 kV Transformador Maranatha,ElmTr2,0,,,,0
P07,WINCAF-WINCAK-T1,69/12.5 kV INCA km 22 T1,ElmTr2,0,,,,0
P07,WJSAUD_WJSAUE-T1,345/138 kV Transformador 1 Julio Sauri,ElmTr2,14,,,,0
P07,WJSAUD_WJSAUE-T2,345/138 kV Transformador 2 Julio Sauri,ElmTr2,14,,,,0
P07,WNARAD_WNARAE-T2,345/138 kV Transformador 2 El Naranjo,ElmTr2,8,,,,0
P07,WNARAD_WNARAE-T1,345/138 kV Transformador 1 El Naranjo,ElmTr2,8,,,,0
P07,WQU11D_WQU21K-T1,230/13.8 kV Transformador Quisqueya 2 G1,ElmTr2,0,,,,0
P07,WQU11D_WQU22K-T2,230/13.8 kV Transformador Quisqueya 2 G2,ElmTr2,0,,,,0
P07,WQU11D_WQU23K-T3,230/13.8 kV Transformador Quisqueya 2 G3,ElmTr2,0,,,,0
P07,WQUISD_WQ1SPK-T1,230/13.8 kV Transformador Q1 San Pedro,ElmTr2,0,,,,0
P07,WQU21D_WQU12K-T2,230/13.8 kV Transformador Quisqueya 1 G2,ElmTr2,0,,,,0
P07,WQU21D_WQU13K-T3,230/13.8 kV Transformador Quisqueya 1 G3,ElmTr2,0,,,,0
P07,WPVDCD_WPVD1K-T1,230/34.5 kV Transformador 1 PVDC,ElmTr2,0,,,,0
P07,WPVDCD_WPVD2K-T1,230/34.5 kV Transformador 2 PVDC,ElmTr2,0,,,,0
P07,WPCA2D_WPCA1K-T1,345/22 kV Transformador Punta Catalina 1,ElmTr2,3,,,,0
P07,WPCA2D_WPCA2K-T1,345/22 kV Transformador Punta Catalina 2,ElmTr2,3,,,,0
P07,WBON3D_WBON3C-T1,345/230 kV Transformador 2 Bonao 3,ElmTr2,19,,,,0
P07,WBON3C_WBON3E-T2,230/138 kV Transformador 2 Bonao 3,ElmTr2,15,,,,0
P07,WGUERD_WGUERE-T1,345/138 kV Transformador 1 Guerra,ElmTr2,8,,,,0
P07,WGUERD_WGUERE-T2,345/138 kV Transformador 2 Guerra,ElmTr2,8,,,,0
P07,WSESTE_WSES1K-T1,138/13.8 kV Transformador Sultana Este 1,ElmTr2,0,,,,0
P07,WSESTE_WSES2K-T1,138/13.8 kV Transformador Sultana Este 2,ElmTr2,-2,,,,1
P07,WSESTE_WSES3K-T1,138/13.8 kV Transformador Sultana Este 3,ElmTr2,-10,,,,1
P07,WLROME_WLROMF-T1,138/69 kV Transformador La Romana,ElmTr2,13,,,,0
P07,WSPM2E_WCES3K-T1,138/13.8 kV Transformador CESPM 3,ElmTr2,0,,,,0
P07,WSPM2E_WCES2K-T1,138/13.8 kV Transformador CESPM 2,ElmTr2,0,,,,0
P07,WSPM2E_WCES1K-T1,138/13.8 kV Transformador CESPM 1,ElmTr2,0,,,,0
P07,WENE4E_WXEN4K-T1,138/13.8 kV Transformador ENERGAS 4 TG,ElmTr2,0,,,,0
P07,WENE4E_WXEV4K-T1,138/13.8 kV Transformador ENERGAS 4 TV,ElmTr2,0,,,,0
P07,WCEMEE_WCEMEK-T1,138/13.8 kV Transformador CEMEX,ElmTr2,0,,,,0
P07,WCEMEE_WCEMEK-T2,138/13.8 kV Trafo 2 CEMEX 40 MVA,ElmTr2,3,,,,0
P07,WCUMAE_WXCU1K-T1,138/34.5 kV Transformador PF Cumayasa 1,ElmTr2,0,,,,0
P07,WCUMBE_WXCU2K-T1,138/34.5 kV Transformador PF Cumayasa 2,ElmTr2,0,,,,0
P07,WCUMBE_WXCU4K-T1,138/34.5 kV Transformador PF Cumayasa 4,ElmTr2,1,,,,0
P07,WLORIE_WLORIK-T1,138/12.47 kV Transformador Los Orígenes,ElmTr2,1,,,,0
P07,WSPBEE_WSPB1K-T1,138/13.8 kV Transformador SP Bio-Energy,ElmTr2,5,,,,0
P07,WSPMAE_WSPMAF-T1,138/69 kV Transformador SPM,ElmTr2,9,,,,0
P07,WHMA2E_WHMA2F-T1,138/69 kV Transformador Hato Mayor 2,ElmTr2,11,,,,0
P07,WESOCE_WESOCK-T1,138/34.5 kV Transformador PS El Soco,ElmTr2,0,,,,0
P07,WCOTOE_WCSO1K-T1,138/34.5 kV Cotoperí T1,ElmTr2,0,,,,0
P07,WCOTOE_WCSO2K-T1,138/34.5 kV Cotoperí T2,ElmTr2,0,,,,0
P07,WCOTOE_WCSO3K-T1,138/34.5 kV Cotoperí T3,ElmTr2,0,,,,0
P07,WCOAPE_WCOA1K-T1,138/34.5 kV Transformador PF Coastal T1,ElmTr2,0,,,,0
P07,WCOAPE_WCOA2K-T1,138/34.5 kV Transformador PF Coastal T2,ElmTr2,0,,,,0
P07,WZSANE_WZSANF-T1,138/69 kV Transformador ZF Santiago,ElmTr2,9,,,,0
P07,WBON2E_WBON2F-T1,138/69 kV Transformador Bonao 2,ElmTr2,12,,,,0
P07,WZMONK_WCEMOK-T1,13.8/4.16 kV Transformador CE Monción,ElmTr2,0,,,,0
P07,WMONCE_WMONCK-T2,138/13.8 kV Transformador Monción 2,ElmTr2,2,,,,0
P07,WMONCE_WMONCK-T1,138/13.8 kV Transformador Monción 1,ElmTr2,2,,,,0
P07,WMONCK_WZMONK-T1,13.8/4.16 kV Transformador Zona Monción,ElmTr2,0,,,,0
P07,WPIMEE_WPIM3K-T1,138/13.8 kV Trafo Pimentel Grupo 3,ElmTr2,1,,,,0
P07,WPIMEE_WPIM2K-T1,138/13.8 kV Trafo Pimentel Grupo 2,ElmTr2,1,,,,0
P07,WPIMEE_WPIM1K-T1,138/13.8 kV Trafo Pimentel Grupo 1,ElmTr2,1,,,,0
P07,WCANAE_WCANBF-T2,138/69 kV Transformador 2 Canabacoa,ElmTr2,16,,,,0
P07,WCANAE_WCANBF-T1,138/69 kV Transformador Canabacoa,ElmTr2,16,,,,0
P07,WPPL2E_WPPL2F-T1,138/69 kV Trafo Puerto Plata 2,ElmTr2,14,,,,0
P07,WNAG2E_WNAG2F-T1,138/69 kV Transformador Nagua 2,ElmTr2,14,,,,0
P07,WLANGE_WLANGK-T1,138/13.8 Transformador López Angostura,ElmTr2,0,,,,0
P07,WFALCE_WFALCK-T1,138/34.5 kV Transformador FALCONDO,ElmTr2,5,,,,1
P07,WTAVBE_WBAI1K-T1,12.47/0.44 kV Transfomador 1 Baiguaque,ElmTr2,-3,,,,0
P07,WTAVBE_WBAI2K-T1,34.5/12.47 kV Trafo Jánico,ElmTr2,-3,,,,0
P07,WTAVBE_WTAV2K-T1,138/13.8 kV Transformador Tavera 2,ElmTr2,2,,,,0
P07,WTAVEE_WTAV1K-T1,138/13.8 kV Transformador Tavera 1,ElmTr2,2,,,,0
P07,WFALCF_WFALCK-T1,69/34.5 kV Transformador FALCONDO,ElmTr2,3,,,,1
P07,WSAJ1E_WSAJOK-T1,138/34.5 kV Transformador PF SAJOMA,ElmTr2,0,,,,0
P07,WGUAYE_WPFM1K-T1,138/20 kV Trafo Monte Cristi Solar G1,ElmTr2,3,,,,0
P07,WGUAYE_WPFM2K-T1,138/20 kV Trafo Monte Cristi Solar G2,ElmTr2,3,,,,0
P07,WACLAE_WACLAK-T1,138/34.5 kV Transformador Agua Clara,ElmTr2,2,,,,0
P07,WGNLLE_WGNLLK-T1,138/34.5 kV Transformador Guanillo,ElmTr2,0,,,,0
P07,WSFMAE_WSFMAF-T1,138/69 kV Transformador SFM,ElmTr2,15,,,,0
